motionTimestamp_sinceReboot(s),motionYaw(rad),motionPitch(rad),motionRoll(rad),motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G)
630567.829612,0.045277615904023016,0.006343907056330607,0.0057873694771260675,1.7019032819496638,-0.10529250568947003,0.49597610219412963,0.12904730910094034,-0.4798438775020544,0.005523151893731204
630567.8629453334,0.042591675002811545,0.07403237184962413,0.011963035579117313,1.4747930356574666,-0.2096342956217739,0.4857693561644682,0.004917643291747716,-0.23679564003367196,-0.034500792116302886
630567.8962786667,0.05902963733129896,0.09901615013015208,0.023756644124182272,0.7988499382549343,-0.2305206417890813,0.3686205493202104,0.07244168518886157,-0.2986615016999451,0.3073120749706176
630567.929612,0.036976645655711744,0.10902805110440782,0.06650415885647629,0.19973257331201288,-0.3316527325231373,0.42739960320118753,0.2022911169639936,0.03155728302799734,0.09595587200734162
630567.9629453333,0.035766198887999916,0.08827839914145685,0.06501108369675831,-0.8992933564045751,-0.3226095652357445,0.27158608127807177,0.24237879059128065,-0.006697684987154576,0.37448353059899897
630567.9962786667,0.015744641441796024,0.05265752510925601,0.0528677996876426,-1.3773027412165189,-0.28661343663169536,0.20555964116394954,0.255378186108576,0.1876614667963653,0.0736012148560346
630568.029612,-0.0004534462541563559,0.018208492950010636,0.05887278190585754,-1.6182850568304499,-0.39898579577833615,0.02878880522866057,0.3143475411581852,0.6819746746749912,-0.06678954599493261
630568.0629453333,-0.024970581185651593,-0.055430754733545515,0.06845061341243318,-1.4067590162230657,-0.4716287029642798,-0.16580245439716562,0.17753306016972678,0.6055587519585193,-0.1657956862652886
630568.0962786668,-0.038670329036251366,-0.09677648576990253,0.06729313372464879,-0.8874551065094649,-0.43956763768960405,-0.32290618185472475,0.16175479810915877,0.502440263437044,-0.23864438423650863
630568.1296120001,-0.038726557412114136,-0.08896582051821726,0.0638500983560518,-0.02066568379018897,-0.13398392063806555,-0.389242603561891,0.08984506821917032,-0.020647845464999485,-0.3946923901457172
630568.1629453334,-0.04732660543815981,-0.09259956258825112,0.03257110811783124,0.7126114752406597,-0.15763789578357185,-0.3918523416945858,0.0255215361202744,-0.5518780303790346,-0.24905612814812794
630568.1962786667,-0.04773063165903062,-0.048377883956406825,0.02078912456985408,1.5316005900725584,-0.08837163682596826,-0.46192772525854925,0.07692370901415908,-1.3668192977829947,-0.17899935241951279
630568.229612,-0.03533455910946709,0.003976369911410933,0.003942191141829413,1.7373665223027157,0.015814127043090254,-0.6056415818902299,0.005253971034462102,-0.7665585303251842,-0.09887133368345004
630568.2629453334,-0.040210764052557704,0.038902930003532864,-0.027134000812545023,1.3379054339645318,0.13974897345439527,-0.4752109268811579,0.00881404199806271,0.06828712904175183,0.20656398427564587
630568.2962786667,-0.050665742974190534,0.07682555852697626,-0.033101181902674026,0.8549512216061808,0.1413647285146279,-0.49638330403215963,0.03265936584744217,-0.1305800395441048,0.20167123867935594
630568.329612,-0.023176871154492344,0.0845144409412581,-0.05567825389658483,-0.04469782503843496,0.2670314184101355,-0.4668560691027134,-0.12046472790487761,0.005327077234526776,0.5817706269698962
630568.3629453334,-0.031468344571176386,0.09430408796129718,-0.06364542150242271,-0.8293330089485607,0.3955564442041821,-0.22320068074910604,-0.27110461131452096,0.10691822139776176,0.4486446824231921
630568.3962786667,-0.0031708651017403108,0.04955673576949125,-0.06004772920218244,-1.2348327980054346,0.422148050522767,-0.040866436251838945,-0.28184207528185085,0.4519548300934213,0.23561739947254773
630568.429612,-0.00947670143690492,0.0016311394052129767,-0.06863842941305157,-1.6289084800833946,0.4475953470664491,-0.003967821635666296,-0.4058750411318822,0.7542603727393659,0.07627811069947218
630568.4629453333,0.021262048934698817,-0.057390818733945546,-0.07442796999620481,-1.5201556236842348,0.4283088893803939,0.18530086432383863,-0.37815119499746486,0.9690570240162439,-0.10813236549749375
630568.4962786667,0.011920339267978908,-0.08309620407958451,-0.04761321352375088,-0.8299728031193785,0.5231916285491902,0.28509181634688024,-0.12448451494671055,0.547256838679326,-0.5058542645407712
630568.529612,0.04259682961449583,-0.1258551539552483,-0.053456747044301124,0.043668892059179246,0.13358679889536662,0.32487157465588845,-0.1267883308327157,-0.019335684457236026,-0.35514048667091297
630568.5629453333,0.06156323290111432,-0.09984168100534731,-0.03575561339785881,0.7909052605842608,0.15107898872521808,0.48997258211834915,-0.15326896018240654,-0.9982739992421183,-0.18169389591356905
630568.5962786668,0.06329654337486393,-0.05729420598336052,-0.027810412559329884,1.3585743445934666,0.06068451232884406,0.6173508545694426,-0.1372483555484154,-0.9223375958245458,-0.2824034112631186
630568.6296120001,0.040708181553246583,0.004844740984161439,-0.012392601835334107,1.6340946757984247,0.03215926368261066,0.5715979672517684,0.09276396516302114,-1.0441155877566777,0.055423267845963006
630568.6629453334,0.04899684914431973,0.0584384188060736,0.027411681554676604,1.528844193303692,-0.10574029042299572,0.5197782866817714,-0.02794656438928013,-0.4626314781907509,0.37696272220342286
